fn,L,rho0,kd,rhocr,ap,nu1,gamma,kp,zetap,zetap2,zetarho,ar,xi,M,seed,dx,dz,dtmin,t_fin,t_prin,t_check
19,10.0,1.0,5.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
20,10.0,1.1,5.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
21,10.0,1.2,5.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
22,10.0,1.3,5.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
23,10.0,1.4,5.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
24,10.0,1.5,5.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
25,10.0,0.4,2.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
26,10.0,0.5,2.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
27,10.0,0.6,2.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
28,10.0,0.7,2.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
29,10.0,0.8,2.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
30,10.0,0.9,2.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
31,10.0,1.0,2.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
32,10.0,1.1,2.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
33,10.0,1.2,2.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
34,10.0,1.3,2.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
35,10.0,1.4,2.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
36,10.0,1.5,2.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
37,10.0,0.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
38,10.0,0.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
39,10.0,0.6,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
40,10.0,0.7,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
41,10.0,0.8,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
42,10.0,0.9,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
43,10.0,1.0,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
44,10.0,1.1,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
45,10.0,1.2,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
46,10.0,1.3,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
47,10.0,1.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
48,10.0,1.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
49,10.0,0.4,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
50,10.0,0.5,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
51,10.0,0.6,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
52,10.0,0.7,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
53,10.0,0.8,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
54,10.0,0.9,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
55,10.0,1.0,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
56,10.0,1.1,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
57,10.0,1.2,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
58,10.0,1.3,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
59,10.0,1.4,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
60,10.0,1.5,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
61,10.0,0.4,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
62,10.0,0.5,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
63,10.0,0.6,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
64,10.0,0.7,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
65,10.0,0.8,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
66,10.0,0.9,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
67,10.0,1.0,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
68,10.0,1.1,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
69,10.0,1.2,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
70,10.0,1.3,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
71,10.0,1.4,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
72,10.0,1.5,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
73,10.0,0.4,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
74,10.0,0.5,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
75,10.0,0.6,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
76,10.0,0.7,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
77,10.0,0.8,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
78,10.0,0.9,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
79,10.0,1.0,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
80,10.0,1.1,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
81,10.0,1.2,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
82,10.0,1.3,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
83,10.0,1.4,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
84,10.0,1.5,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
85,10.0,0.4,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
86,10.0,0.5,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
87,10.0,0.6,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
88,10.0,0.7,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
89,10.0,0.8,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
90,10.0,0.9,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
91,10.0,1.0,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
92,10.0,1.1,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
93,10.0,1.2,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
94,10.0,1.3,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
95,10.0,1.4,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
96,10.0,1.5,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
97,10.0,0.4,0.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
98,10.0,0.5,0.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
99,10.0,0.6,0.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
100,10.0,0.7,0.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
101,10.0,0.8,0.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
102,10.0,0.9,0.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
103,10.0,1.0,0.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
104,10.0,1.1,0.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
105,10.0,1.2,0.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
106,10.0,1.3,0.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
107,10.0,1.4,0.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
108,10.0,1.5,0.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
109,10.0,0.4,0.01,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
110,10.0,0.5,0.01,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
111,10.0,0.6,0.01,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
112,10.0,0.7,0.01,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
113,10.0,0.8,0.01,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
114,10.0,0.9,0.01,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
115,10.0,1.0,0.01,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
116,10.0,1.1,0.01,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
117,10.0,1.2,0.01,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
118,10.0,1.3,0.01,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
119,10.0,1.4,0.01,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
120,10.0,1.5,0.01,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01,300000,1000,1
