x,y1,y2
2.5392101284958426,0.027663896077156636,-0.14602369434951268
2.5392101284958426,0.06378624390268145,-0.19389641597428559
2.5588939279415466,0.1334515599445419,-0.200068213438032
2.873834719072814,0.06332199543152411,-0.13445809936530517
2.637629125724364,0.07994923762724132,-0.13679882728468212
2.696680524061476,0.002910782670926426,-0.08546068843257026
2.5392101284958426,0.15199060391447156,-0.20556319193145567
2.381739732930209,-0.13998758283271812,0.11456757730753764
2.381739732930209,-0.12377338548685801,0.02490308946862818
2.0471151423532374,-0.19258974004871016,0.18466682140488644
1.8305933484504913,-0.13672029070568292,0.043312033209608414
1.436917359536407,-0.17650616748690606,0.059903783924892484
2.4407911312673214,0.004025304215511671,-0.18125776772291724
2.519526329050138,0.09703810532709972,-0.20984257814949986
2.7950995212899974,0.06332922296802729,-0.1749285311508924
2.5588939279415466,0.14352379487881312,-0.21053463858489685
2.4407911312673214,0.15502092057606925,-0.23485659306915296
2.48015873015873,0.2821499016185895,-0.26113193833511955
2.2439531368102794,0.2065409424738623,-0.24684370527588878
2.6179453262786594,0.029014105989206618,-0.09280778638056669
2.3423721340388006,0.08935494057996612,-0.13339440177004513
2.381739732930209,-0.05133499211001119,0.019168352678708422
2.3030045351473922,-0.1770375669932715,0.1465479322485237
2.204585537918871,-0.2884651587227143,0.3048003681742043
2.637629125724364,0.06021081521276356,-0.166858139541188
2.5392101284958426,0.13179127784797,-0.22311132744417728
2.657312925170068,0.07868786667081357,-0.18121656899925298
2.637629125724364,0.16870466704721193,-0.21478555172290437
2.322688334593096,0.15959972028267283,-0.21556774887048508
2.637629125724364,0.09074631818851314,-0.15219694349835394
2.3030045351473922,0.048056961553297695,-0.12464337103749368
2.5588939279415466,0.011896942829333623,-0.08368021471419429
2.283320735701688,-0.04767738977395414,-0.047815232309336375
2.283320735701688,-0.14455443571289073,0.13372594409234628
2.0471151423532374,-0.18087087807173013,0.1574592937424112
1.633755353993449,-0.153877645323452,0.0669139562368457
2.5392101284958426,0.03750776663854677,-0.17774639000480547
2.7360481229528846,0.08269779417850626,-0.18944414024284373
2.755731922398589,0.141030875351785,-0.2047893224178548
2.696680524061476,0.1303095625518052,-0.21432421666020174
2.381739732930209,0.23768932068923537,-0.2472123099748621
2.460474930713026,0.17739901684646925,-0.20959379031751363
2.48015873015873,-0.00295534076614673,-0.050395607098987605
2.2439531368102794,-0.04540655886382,-0.0847041549141801
