coli,colx,coly,colz,colN,colG3,colG4
488,6,12,2,160.0,0.6745686550733216,0.36752955796356546
489,6,12,3,18.0,-1.0,-1.0
490,6,12,4,0.0,-1.0,-1.0
491,6,12,5,0.0,-1.0,-1.0
492,6,12,6,4.0,-1.0,-1.0
493,6,13,1,240.0,0.6492024581234727,0.411560025570226
494,6,13,2,170.0,0.7000337587428896,0.3551020073160117
495,6,13,3,8.0,-1.0,-1.0
496,6,13,4,0.0,-1.0,-1.0
497,6,13,5,2.0,-1.0,-1.0
498,6,13,6,2.0,-1.0,-1.0
499,6,14,1,228.0,0.7228614661535433,0.3415853427113892
500,6,14,2,148.0,0.6815840061857606,0.4001576187723725
501,6,14,3,12.0,-1.0,-1.0
502,6,14,4,2.0,-1.0,-1.0
503,6,14,5,2.0,-1.0,-1.0
504,6,14,6,0.0,-1.0,-1.0
505,7,1,1,258.0,0.3957090375628507,0.7028682543040193
506,7,1,2,222.0,0.6477410039963672,0.41247885783482474
507,7,1,3,72.0,0.7049185628557155,0.35009088668071875
508,7,1,4,0.0,-1.0,-1.0
509,7,1,5,0.0,-1.0,-1.0
510,7,1,6,0.0,-1.0,-1.0
511,7,2,1,228.0,0.34097592733026355,0.732291514164138
512,7,2,2,272.0,0.4934640922521296,0.5828329303974964
513,7,2,3,212.0,0.6516009196775816,0.42840045430162904
514,7,2,4,74.0,0.6662509381479786,0.3383367630476449
515,7,2,5,24.0,-1.0,-1.0
516,7,2,6,0.0,-1.0,-1.0
517,7,3,1,234.0,0.42971992156567407,0.6294440415914625
518,7,3,2,228.0,0.5327602001804385,0.5433487299683243
519,7,3,3,182.0,0.7165088744592482,0.3514880954238037
520,7,3,4,8.0,-1.0,-1.0
521,7,3,5,2.0,-1.0,-1.0
522,7,3,6,0.0,-1.0,-1.0
523,7,4,1,252.0,0.577402953873745,0.5045420121882949
524,7,4,2,226.0,0.6893713459742441,0.38887598549507496
525,7,4,3,70.0,0.6465103819965659,0.3882524370356289
526,7,4,4,6.0,-1.0,-1.0
