r,transport,diffusive,turnover
2.715,0.0010097461416419054,1.0475171062412694e-6,-0.001009746139939427
2.725,0.0009417242052523444,1.043370726716099e-6,-0.0009417242027653927
2.735,0.0008747851511090777,1.0348489506024904e-6,-0.0008747851483348335
2.745,0.000808853487973269,1.0174386162170934e-6,-0.0008088534845374085
2.755,0.0007438532172849761,9.839045161668444e-7,-0.0007438532137271636
2.765,0.0006797072160333664,9.230293980962309e-7,-0.0006797072138819971
2.775,0.0006163365498839654,8.178862085264707e-7,-0.000616336548359131
2.785,0.0005536597603856528,6.435147829100748e-7,-0.0005536597584787639
2.795,0.0004915922425103493,3.638884892939974e-7,-0.0004915922410186901
2.805,0.0004300458978966382,-7.194518551019497e-8,-0.00043004589607709143
2.815,0.0003689293696772218,-7.346272148985335e-7,-0.0003689293657949122
2.825,0.00030814938724602303,-1.7200968965487272e-6,-0.00030814938576817497
2.835,0.0002476140622810318,-3.1557637861048174e-6,-0.0002476140580598418
2.845,0.00018723928996278603,-5.20669857733073e-6,-0.00018723928900010733
2.855,0.00012696023432251364,-8.08047518069495e-6,-0.00012696023239278098
2.865,6.675042207551364e-5,-1.2028614475772442e-5,-6.675042016568433e-5
2.875,6.652401274317625e-6,-1.7340807068218307e-5,-6.652401421947118e-6
2.8850000000000002,-5.3174767778596704e-5,-2.432605898259342e-5,5.317476844235447e-5
2.895,-0.00011238388087586018,-3.327155718713047e-5,0.00011238388210099703
2.9050000000000002,-0.00017033397625325797,-4.436529671915971e-5,0.0001703339756697897
2.915,-0.0002259379374451671,-5.756193956877831e-5,0.00022593794014480473
2.9250000000000003,-0.0002774470252055563,-7.236223691589315e-5,0.00027744702559118206
2.935,-0.00032215213308966123,-8.746382620949914e-5,0.0003221521333479638
2.945,-0.00035597823265210706,-0.00010022509130361851,0.00035597823367317094
2.955,-0.000372945806776007,-0.00010586251335801766,0.00037294580588542736
2.965,-0.0003644734399176785,-9.627579282874758e-5,0.00036447344042400687
2.975,-0.0003185013109339681,-5.8363520010058183e-5,0.0003185013120943214
2.985,-0.00021843032622064783,2.83437077591478e-5,0.00021843032761370562
2.995,-4.190287103127816e-5,0.00019494303205656814,4.190287098082557e-5
