r,tau,v
0.97,1.3,0.033335113567217585
0.98,1.3,0.03239469408145429
0.99,1.3,0.03146806353162647
1.0,1.3,0.030555743827500634
1.01,1.3,0.02965822314353813
1.02,1.3,0.028775956040984593
1.03,1.3,0.027909363483523037
1.04,1.3,0.02705883277030972
1.05,1.3,0.026224717409780326
1.06,1.3,0.025407336957060975
1.07,1.3,0.024606976837140915
1.08,1.3,0.02382388817522586
1.09,1.3,0.02305828765477384
1.1,1.3,0.022310357422636623
1.11,1.3,0.021580245059519772
1.12,1.3,0.020868063632510706
1.1300000000000001,1.3,0.02017389184481432
1.1400000000000001,1.3,0.01949777429600914
1.1500000000000001,1.3,0.018839721864083118
1.16,1.3,0.018199712218325167
1.17,1.3,0.017577690469763426
1.18,1.3,0.016973569963336474
1.19,1.3,0.016387233213423728
1.2,1.3,0.01581853298171386
1.21,1.3,0.01526729349377108
1.22,1.3,0.01473331178815228
1.23,1.3,0.014216359189458015
1.24,1.3,0.013716182894483547
1.25,1.3,0.013232507658619025
1.26,1.3,0.012765037567926048
1.27,1.3,0.012313457880853277
1.28,1.3,0.011877436922551382
1.29,1.3,0.011456628013988548
1.3,1.3,0.011050671417781559
1.31,1.3,0.010659196282674649
1.32,1.3,0.010281822569039886
1.33,1.3,0.009918162938497007
1.34,1.3,0.00956782459183272
1.35,1.3,0.00923041104069808
1.36,1.3,0.0089055238001331
1.37,1.3,0.008592763990656052
1.3800000000000001,1.3,0.008291733840505477
1.3900000000000001,1.3,0.008002038080509529
1.4000000000000001,1.3,0.007723285225974341
1.41,1.3,0.007455088741871462
1.42,1.3,0.0071970680894002746
1.43,1.3,0.006948849653719277
1.44,1.3,0.0067100675541831465
1.45,1.3,0.006480364339833713
1.46,1.3,0.00625939157409596
1.47,1.3,0.006046810313690727
1.48,1.3,0.005842291487593435
1.49,1.3,0.005645516182545406
1.5,1.3,0.0054561758420757734
1.51,1.3,0.005273972386328991
1.52,1.3,0.005098618260112332
1.53,1.3,0.004929836416631285
1.54,1.3,0.004767360244228471
1.55,1.3,0.004610933443280262
1.56,1.3,0.004460309860067625
1.57,1.3,0.004315253284111741
1.58,1.3,0.004175537215038915
1.59,1.3,0.004040944604594722
1.6,1.3,0.0039112675789638365
1.61,1.3,0.003786307146077776
1.62,1.3,0.0036658728921131335
1.6300000000000001,1.3,0.003549782670916102
1.6400000000000001,1.3,0.0034378622896473676
1.6500000000000001,1.3,0.0033299451935026943
1.6600000000000001,1.3,0.003225872151977188
1.67,1.3,0.003125490948748018
1.68,1.3,0.003028656076923293
1.69,1.3,0.0029352284410872832
1.7,1.3,0.002845075067288028
1.71,1.3,0.0027580688218591352
1.72,1.3,0.0026740881397637794
1.73,1.3,0.0025930167629214093
1.74,1.3,0.002514743488848017
1.75,1.3,0.0024391619297561224
1.76,1.3,0.0023661702821805228
1.77,1.3,0.0022956711070538788
1.78,1.3,0.002227571120105277
1.79,1.3,0.0021617809923542885
1.8,1.3,0.0020982151604532
1.81,1.3,0.0020367916465549203
1.82,1.3,0.001977431887382586
1.83,1.3,0.0019200605721290923
1.84,1.3,0.0018646054888204647
1.85,1.3,0.0018109973787509346
1.86,1.3,0.0017591697986229671
1.87,1.3,0.001709058989988345
1.8800000000000001,1.3,0.0016606037556308605
1.8900000000000001,1.3,0.0016137453425184559
1.9000000000000001,1.3,0.0015684273309642409
1.9100000000000001,1.3,0.0015245955296575256
1.92,1.3,0.0014821978762338454
1.93,1.3,0.0014411843430662998
1.94,1.3,0.0014015068479749776
1.95,1.3,0.00136311916958322
1.96,1.3,0.0013259768670305623
1.97,1.3,0.0012900372038073028
1.98,1.3,0.0012552590754497381
1.99,1.3,0.0012216029408878958
2.0,1.3,0.001189030757223497
2.0100000000000002,1.3,0.0011575059177421363
2.02,1.3,0.0011269931929701424
2.0300000000000002,1.3,0.0010974586746008265
2.04,1.3,0.0010688697221302556
2.05,1.3,0.00104119491204454
2.06,1.3,0.0010144039894173413
2.07,1.3,0.000988467821780234
2.08,1.3,0.0009633583551499467
2.09,1.3,0.0009390485720828872
2.1,1.3,0.0009155124516524083
2.11,1.3,0.0008927249312428284
2.12,1.3,0.0008706618700780867
2.13,1.3,0.0008493000143759359
2.14,1.3,0.0008286169640495453
2.15,1.3,0.0008085911408835789
2.16,1.3,0.0007892017581101513
2.17,1.3,0.0007704287913048901
2.18,1.3,0.0007522529505471985
2.19,1.3,0.0007346556537796016
2.2,1.3,0.0007176190013145968
2.21,1.3,0.0007011257514258437
2.22,1.3,0.000685159296976343
2.23,1.3,0.0006697036430403494
2.24,1.3,0.0006547433854649711
2.25,1.3,0.0006402636903343734
2.2600000000000002,1.3,0.0006262502742954998
2.27,1.3,0.0006126893857066038
2.2800000000000002,1.3,0.0005995677865743946
2.29,1.3,0.0005868727352403263
2.3000000000000003,1.3,0.0005745919697905718
2.31,1.3,0.0005627136921526043
2.32,1.3,0.0005512265528497825
2.33,1.3,0.0005401196363935938
2.34,1.3,0.000529382447276935
2.35,1.3,0.000519004896547579
2.36,1.3,0.0005089772889320107
2.37,1.3,0.0004992903105017683
2.38,1.3,0.0004899350168416717
2.39,1.3,0.0004809028217010746
2.4,1.3,0.00047218548611432487
2.41,1.3,0.00046377510796486083
2.42,1.3,0.0004556641119651846
2.43,1.3,0.00044784524004191185
2.44,1.3,0.00044031154209856925
2.45,1.3,0.0004330563671358608
2.46,1.3,0.00042607335469836444
2.47,1.3,0.0004193564266357488
2.48,1.3,0.0004128997791440507
2.49,1.3,0.0004066978750610735
2.5,1.3,0.00040074543638537086
2.5100000000000002,1.3,0.00039503743697645637
2.52,1.3,0.00038956909541423075
2.5300000000000002,1.3,0.00038433586795669027
2.54,1.3,0.00037933344155443395
2.5500000000000003,1.3,0.0003745577268519589
2.56,1.3,0.00037000485112527194
2.57,1.3,0.00036567115105861324
2.58,1.3,0.00036155316527291983
2.59,1.3,0.00035764762649627906
2.6,1.3,0.00035395145324001987
2.61,1.3,0.00035046174083351003
2.62,1.3,0.0003471757516330118
2.63,1.3,0.0003440909041792694
2.64,1.3,0.00034120476105523994
2.65,1.3,0.00033851501514775404
2.66,1.3,0.0003360194739487444
2.67,1.3,0.00033371604147603535
2.68,1.3,0.00033160269732866884
2.69,1.3,0.0003296774723037013
2.7,1.3,0.0003279384199031396
2.71,1.3,0.00032638358296427865
2.72,1.3,0.0003250109545114351
2.73,1.3,0.00032381843182164357
2.74,1.3,0.00032280376254918323
2.75,1.3,0.0003219644816155039
2.7600000000000002,1.3,0.0003212978374429157
2.77,1.3,0.00032080070598598196
2.7800000000000002,1.3,0.0003204694909294791
2.79,1.3,0.0003203000084042157
2.8000000000000003,1.3,0.0003202873546268671
2.81,1.3,0.00032042575509266396
2.82,1.3,0.0003207083943929332
2.83,1.3,0.000321127226479092
2.84,1.3,0.0003216727664242717
2.85,1.3,0.00032233386663747994
2.86,1.3,0.00032309748326983854
2.87,1.3,0.00032394844269886564
2.88,1.3,0.0003248692238340168
2.89,1.3,0.00032583978035621153
2.9,1.3,0.0003268374387065921
2.91,1.3,0.00032783692392199205
2.92,1.3,0.0003288105878835883
2.93,1.3,0.0003297289454516487
2.94,1.3,0.000330561666147717
2.95,1.3,0.0003312792265658
2.96,1.3,0.0003318555066657374
2.97,1.3,0.00033227171869184543
2.98,1.3,0.0003325221999568183
2.99,1.3,0.0003326227927314239
3.0,1.3,0.0003326227927314239
0.0,1.4,0.0
0.01,1.4,0.002117192101085606
0.02,1.4,0.004232707256399202
0.03,1.4,0.006344526799213714
0.04,1.4,0.008450722071858452
0.05,1.4,0.010549374909582118
0.06,1.4,0.012638568365523732
0.07,1.4,0.014716384643514862
0.08,1.4,0.016780904773653897
0.09,1.4,0.018830208861266236
0.1,1.4,0.02086237656071317
0.11,1.4,0.02287548765445539
0.12,1.4,0.024867622696985878
0.13,1.4,0.02683686371472018
0.14,1.4,0.028781294966733085
0.15,1.4,0.03069900377780738
0.16,1.4,0.032588081458751784
0.17,1.4,0.03444662433110756
0.18,1.4,0.036272734875009136
0.19,1.4,0.038064523020501645
0.2,1.4,0.03982010760423833
0.21,1.4,0.04153761801526928
0.22,1.4,0.04321519605564709
0.23,1.4,0.04485099804381126
0.24,1.4,0.046443197191111146
0.25,1.4,0.047989986284399586
0.26,1.4,0.049489580710192334
0.27,1.4,0.0509402218583877
0.28,1.4,0.052340180945789884
0.29,1.4,0.053687763301440025
0.3,1.4,0.05498131315675382
0.31,1.4,0.056219218983389496
0.32,1.4,0.057399919420188635
0.33,1.4,0.05852190982702632
0.34,1.4,0.05958374949740982
0.35000000000000003,1.4,0.060584069552693444
0.36,1.4,0.06152158152823764
0.37,1.4,0.06239508664524893
0.38,1.4,0.06320348574090368
0.39,1.4,0.06394578980347249
0.4,1.4,0.06462113102840855
0.41000000000000003,1.4,0.06522877427603659
0.42,1.4,0.0657681287722417
0.43,1.4,0.06623875985154876
0.44,1.4,0.06664040049896235
0.45,1.4,0.0669729624051176
0.46,1.4,0.06723654621158057
0.47000000000000003,1.4,0.06743145059279934
0.48,1.4,0.06755817980182625
0.49,1.4,0.06761744930212402
0.5,1.4,0.06761018912079646
0.51,1.4,0.06753754459201475
0.52,1.4,0.06740087421465094
0.53,1.4,0.0672017444250016
0.54,1.4,0.06694192118205
0.55,1.4,0.06662335837497714
0.56,1.4,0.06624818318477017
0.5700000000000001,1.4,0.06581867865636762
0.58,1.4,0.06533726385647623
0.59,1.4,0.06480647209648994
0.6,1.4,0.06422892778195308
0.61,1.4,0.06360732250353417
0.62,1.4,0.06294439100558401
0.63,1.4,0.06224288765582648
0.64,1.4,0.06150556399529173
0.65,1.4,0.06073514787553694
0.66,1.4,0.05993432459690635
0.67,1.4,0.05910572035475292
0.68,1.4,0.058251888188169565
0.6900000000000001,1.4,0.05737529651567592
0.7000000000000001,1.4,0.05647832024092801
0.71,1.4,0.055563234323960514
0.72,1.4,0.05463220964291368
0.73,1.4,0.053687310919135395
0.74,1.4,0.05273049644482113
0.75,1.4,0.05176361933558078
0.76,1.4,0.05078843002825768
0.77,1.4,0.04980657975410529
0.78,1.4,0.0488196247361993
0.79,1.4,0.04782903088477657
0.8,1.4,0.04683617879254886
0.81,1.4,0.04584236886174437
0.8200000000000001,1.4,0.04484882642397883
0.8300000000000001,1.4,0.043856706741831085
0.84,1.4,0.0428670998063297
0.85,1.4,0.04188103486696926
0.86,1.4,0.04089948465020737
0.87,1.4,0.03992336923860215
0.88,1.4,0.0389535595960794
0.89,1.4,0.037990880735485046
0.9,1.4,0.037036114532919544
0.91,1.4,0.036090002199688956
0.92,1.4,0.03515324642741847
0.93,1.4,0.03422651322520495
0.9400000000000001,1.4,0.033310433469938554
0.9500000000000001,1.4,0.03240560419238712
0.96,1.4,0.03151258962239293
0.97,1.4,0.030631922016900744
0.98,1.4,0.029764102294526463
0.99,1.4,0.028909600500145103
1.0,1.4,0.028068856122607174
1.01,1.4,0.02724227828820597
1.02,1.4,0.026430245851995503
1.03,1.4,0.025633107408485966
1.04,1.4,0.02485118124260494
1.05,1.4,0.02408475524119059
1.06,1.4,0.02333408678458666
1.07,1.4,0.02259940263712074
1.08,1.4,0.02188089885443015
1.09,1.4,0.021178740724656697
1.1,1.4,0.020493062759428
1.11,1.4,0.01982396874939386
1.12,1.4,0.019171531897678028
1.1300000000000001,1.4,0.01853579504312229
1.1400000000000001,1.4,0.017916770983536102
1.1500000000000001,1.4,0.01731444290732406
1.16,1.4,0.01672876493994232
1.17,1.4,0.01615966280955791
1.18,1.4,0.01560703463414979
1.19,1.4,0.015070751830103219
1.2,1.4,0.014550660140138944
1.21,1.4,0.014046580776268384
1.22,1.4,0.01355831167141328
1.23,1.4,0.013085628831342525
1.24,1.4,0.012628287776842228
1.25,1.4,0.012186025064451282
1.26,1.4,0.011758559872795655
1.27,1.4,0.011345595640501723
1.28,1.4,0.010946821740961725
1.29,1.4,0.010561915178737979
1.3,1.4,0.010190542292336482
1.31,1.4,0.009832360448213829
1.32,1.4,0.009487019711385884
1.33,1.4,0.009154164478740338
1.34,1.4,0.00883343506213645
1.35,1.4,0.008524469209568179
1.36,1.4,0.008226903554010902
1.37,1.4,0.007940374981043054
1.3800000000000001,1.4,0.007664521907900682
1.3900000000000001,1.4,0.0073989854681978245
1.4000000000000001,1.4,0.007143410598138245
1.41,1.4,0.006897447021608361
1.42,1.4,0.006660750132998036
1.43,1.4,0.006432981777999181
1.44,1.4,0.006213810933873057
1.45,1.4,0.0060029142918247395
1.46,1.4,0.0057999767450570595
1.47,1.4,0.005604691786936798
1.48,1.4,0.005416761824343882
1.49,1.4,0.005235898411803301
1.5,1.4,0.005061822412341291
1.51,1.4,0.004894264091257939
1.52,1.4,0.0047329631490984
1.53,1.4,0.0045776687001245295
1.54,1.4,0.004428139202443315
1.55,1.4,0.004284142345820744
1.56,1.4,0.004145454902907093
1.57,1.4,0.004011862549330742
1.58,1.4,0.003883159657764289
1.59,1.4,0.0037591490706954324
1.6,1.4,0.0036396418562465406
1.61,1.4,0.00352445705100012
1.62,1.4,0.003413421393383184
1.6300000000000001,1.4,0.0033063690507830522
1.6400000000000001,1.4,0.003203141343195951
1.6500000000000001,1.4,0.0031035864658482165
1.6600000000000001,1.4,0.0030075592129054246
1.67,1.4,0.0029149207040603206
1.68,1.4,0.0028255381155114752
1.69,1.4,0.002739284416583211
1.7,1.4,0.0026560381129973553
1.71,1.4,0.002575682997591633
1.72,1.4,0.0024981079091036733
1.73,1.4,0.0024232064994536106
1.74,1.4,0.0023508770098397895
1.75,1.4,0.0022810220558059035
1.76,1.4,0.0022135484213683604
1.77,1.4,0.002148366862166694
1.78,1.4,0.002085391917559593
1.79,1.4,0.0020245417314918262
1.8,1.4,0.0019657378819471767
1.81,1.4,0.00190890521872521
1.82,1.4,0.0018539717092882623
1.83,1.4,0.0018008682923661983
1.84,1.4,0.0017495287390253194
1.85,1.4,0.0016998895208682567
1.86,1.4,0.0016518896850616655
1.87,1.4,0.0016054707358497148
1.8800000000000001,1.4,0.0015605765222452214
1.8900000000000001,1.4,0.0015171531315817438
1.9000000000000001,1.4,0.001475148788623735
1.9100000000000001,1.4,0.0014345137599340628
1.92,1.4,0.0013952002632170496
1.93,1.4,0.0013571623813587014
1.94,1.4,0.00132035598090183
1.95,1.4,0.0012847386347175414
1.96,1.4,0.001250269548618763
1.97,1.4,0.001216909491708235
1.98,1.4,0.0011846207302268982
1.99,1.4,0.0011533669647240978
2.0,1.4,0.0011231132703467374
2.0100000000000002,1.4,0.00109382604007431
2.02,1.4,0.001065472930730795
2.0300000000000002,1.4,0.00103802281161518
2.04,1.4,0.0010114457156070495
2.05,1.4,0.0009857127926040036
2.06,1.4,0.0009607962651669631
2.07,1.4,0.0009366693862428903
2.08,1.4,0.0009133063988656646
2.09,1.4,0.0008906824977126218
2.1,1.4,0.0008687737924282455
2.11,1.4,0.0008475572726113148
2.12,1.4,0.0008270107743927756
2.13,1.4,0.0008071129485079412
2.14,1.4,0.0007878432297874409
2.15,1.4,0.0007691818080028805
2.16,1.4,0.0007511095999967662
2.17,1.4,0.0007336082230284125
2.18,1.4,0.0007166599692790801
2.19,1.4,0.0007002477814548417
2.2,1.4,0.0006843552294470976
2.21,1.4,0.0006689664879883828
2.22,1.4,0.0006540663152616081
2.23,1.4,0.0006396400324210103
2.24,1.4,0.0006256735039747007
2.25,1.4,0.0006121531189999847
2.2600000000000002,1.4,0.0005990657731449409
2.27,1.4,0.0005863988513894633
2.2800000000000002,1.4,0.00057414021152732
2.29,1.4,0.000562278168336051
2.3000000000000003,1.4,0.0005508014784117541
2.31,1.4,0.0005396993256325914
2.32,1.4,0.0005289613072259785
2.33,1.4,0.0005185774204188038
2.34,1.4,0.0005085380496380192
2.35,1.4,0.000498833954243407
2.36,1.4,0.0004894562567609414
2.37,1.4,0.00048039643161176853
2.38,1.4,0.0004716462942990403
2.39,1.4,0.00046319799103300386
2.4,1.4,0.0004550439887806863
2.41,1.4,0.00044717706571817314
2.42,1.4,0.0004395903020560394
2.43,1.4,0.0004322770712281867
2.44,1.4,0.0004252310314147912
2.45,1.4,0.0004184461173833475
2.46,1.4,0.000411916532612699
2.47,1.4,0.00040563674169080585
2.48,1.4,0.0003996014629475618
2.49,1.4,0.00039380566129941367
2.5,1.4,0.0003882445412684536
2.5100000000000002,1.4,0.00038291354013730475
2.52,1.4,0.0003778083212124331
2.5300000000000002,1.4,0.0003729247671362419
2.54,1.4,0.0003682589732011417
2.5500000000000003,1.4,0.00036380724059299475
2.56,1.4,0.0003595660695109638
2.57,1.4,0.0003555321520651722
2.58,1.4,0.0003517023648585052
2.59,1.4,0.00034807376114229276
2.6,1.4,0.0003446435624054995
2.61,1.4,0.0003414091492488517
2.62,1.4,0.0003383680513583123
2.63,1.4,0.00033551793635122303
2.64,1.4,0.0003328565972486914
2.65,1.4,0.0003303819382840155
2.66,1.4,0.0003280919586860036
2.67,1.4,0.0003259847340333801
2.68,1.4,0.00032405839471179765
2.69,1.4,0.00032231110092045394
2.7,1.4,0.0003207410135957178
2.71,1.4,0.0003193462605231889
2.72,1.4,0.0003181248967975646
2.73,1.4,0.00031707485869594506
2.74,1.4,0.00031619390989624747
2.75,1.4,0.000315479578870242
2.7600000000000002,1.4,0.0003149290861640911
2.77,1.4,0.0003145392601931594
2.7800000000000002,1.4,0.0003143064401258229
2.79,1.4,0.0003142263644447174
2.8000000000000003,1.4,0.00031429404386788324
2.81,1.4,0.0003145036175745845
2.82,1.4,0.00031484819214821754
2.83,1.4,0.0003153196634264477
2.84,1.4,0.00031590852267566463
2.85,1.4,0.0003166036503957374
2.86,1.4,0.00031739210375467667
2.87,1.4,0.0003182589076753617
2.88,1.4,0.000319186865203932
2.89,1.4,0.0003201564107794372
2.9,1.4,0.0003211455411349498
2.91,1.4,0.0003221298739846881
2.92,1.4,0.0003230829058743336
2.93,1.4,0.00032397656971014545
2.94,1.4,0.00032478223221908887
2.95,1.4,0.00032547232571000935
2.96,1.4,0.00032602288184890215
2.97,1.4,0.0003264173344830018
2.98,1.4,0.0003266520926455628
2.99,1.4,0.00032674456565811216
3.0,1.4,0.00032674456565811216
0.0,1.5,0.0
0.01,1.5,0.0020304450589887176
0.02,1.5,0.0040592331235498715
0.03,1.5,0.006084369247967251
0.04,1.5,0.00810394736925894
0.05,1.5,0.010116071708723166
0.06,1.5,0.012118847596167322
0.07,1.5,0.014110379421914987
0.08,1.5,0.016088770313834475
0.09,1.5,0.018052122383221868
0.1,1.5,0.01999853719497644
0.11,1.5,0.021926116344028197
0.12,1.5,0.02383296209849611
0.13,1.5,0.025717178101399816
0.14,1.5,0.027576870136631817
0.15,1.5,0.029410146971670176
0.16,1.5,0.03121512129326195
0.17,1.5,0.0329899107547872
0.18,1.5,0.03473263915602947
0.19,1.5,0.036441437778036656
0.2,1.5,0.03811444689785465
0.21,1.5,0.039749817510232134
0.22,1.5,0.041345713285979885
0.23,1.5,0.04290031279950956
0.24,1.5,0.044411812061097226
0.25,1.5,0.04587842739258986
0.26,1.5,0.04729839868838452
0.27,1.5,0.04866999310644452
0.28,1.5,0.04999150923662235
0.29,1.5,0.051261281795303454
0.3,1.5,0.05247768689599313
0.31,1.5,0.0536391479445046
0.32,1.5,0.054744142204317205
0.33,1.5,0.055791208071876534
0.34,1.5,0.05677895309242766
0.35000000000000003,1.5,0.05770606273378496
0.36,1.5,0.058571309917584496
0.37,1.5,0.059373565284541484
0.38,1.5,0.060111808141602045
0.39,1.5,0.06078513800465368
0.4,1.5,0.06139278661082369
0.41000000000000003,1.5,0.06193413023018218
0.42,1.5,0.06240870205919095
0.43,1.5,0.06281620442952689
0.44,1.5,0.06315652051868596
0.45,1.5,0.06342972520633332
0.46,1.5,0.06363609468664594
0.47000000000000003,1.5,0.06377611442605571
0.48,1.5,0.06385048505199087
0.49,1.5,0.06386012577516222
0.5,1.5,0.0638061749883772
0.51,1.5,0.06368998775014431
0.52,1.5,0.06351312995085978
0.53,1.5,0.06327736907035254
0.54,1.5,0.06298466156295987
0.55,1.5,0.06263713704287804
0.56,1.5,0.06223707957949474
0.5700000000000001,1.5,0.06178690654002304
0.58,1.5,0.06128914552546336
0.59,1.5,0.060746410027324345
0.6,1.5,0.06016137448030137
0.61,1.5,0.05953674939686227
0.62,1.5,0.05887525724331259
0.63,1.5,0.058179609656448555
0.64,1.5,0.057452486511290556
0.65,1.5,0.056696517241485764
0.66,1.5,0.05591426469376589
0.67,1.5,0.05510821167536916
0.68,1.5,0.05428075023665146
0.6900000000000001,1.5,0.05343417362699169
0.7000000000000001,1.5,0.052570670775086
0.71,1.5,0.051692323077566986
0.72,1.5,0.05080110323322394
0.73,1.5,0.0498988758330524
0.74,1.5,0.04898739940679254
0.75,1.5,0.04806832963160688
0.76,1.5,0.0471432234248921
0.77,1.5,0.046213543667576934
0.78,1.5,0.04528066433368341
0.79,1.5,0.04434587583374031
0.8,1.5,0.043410390411787916
0.81,1.5,0.04247534746656905
0.8200000000000001,1.5,0.041541818695970616
0.8300000000000001,1.5,0.040610812989197054
0.84,1.5,0.039683281013212564
0.85,1.5,0.03876011945855743
0.86,1.5,0.037842174924961954
0.87,1.5,0.03693024743945188
0.88,1.5,0.03602509360923229
0.89,1.5,0.03512742941890068
0.9,1.5,0.03423793268690376
0.91,1.5,0.03335724519988028
0.92,1.5,0.032485974546044294
0.93,1.5,0.03162469567027898
0.9400000000000001,1.5,0.030773952174346385
0.9500000000000001,1.5,0.029934257385882502
0.96,1.5,0.02910609521964212
0.97,1.5,0.028289920854056634
0.98,1.5,0.027486161245579562
0.99,1.5,0.026695215502616824
1.0,1.5,0.02591745514009941
1.01,1.5,0.02515322423503438
1.02,1.5,0.02440283950264094
1.03,1.5,0.02366659031195596
1.04,1.5,0.022944738659056774
1.05,1.5,0.0222375191153458
1.06,1.5,0.02154513876760549
1.07,1.5,0.02086777716570218
1.08,1.5,0.020205586293002984
1.09,1.5,0.019558690573644327
1.1,1.5,0.018927186929732942
1.11,1.5,0.018311144900461228
1.12,1.5,0.017710606833825415
1.1300000000000001,1.5,0.017125588160275793
1.1400000000000001,1.5,0.0165560777561307
1.1500000000000001,1.5,0.016002038402950572
1.16,1.5,0.015463407347372633
1.17,1.5,0.014940096964118564
1.18,1.5,0.014431995523046089
1.19,1.5,0.013938968059262629
1.2,1.5,0.013460857343473746
1.21,1.5,0.012997484947953978
1.22,1.5,0.012548652401853766
1.23,1.5,0.012114142427949358
1.24,1.5,0.011693720251576459
1.25,1.5,0.011287134971245068
1.26,1.5,0.010894120979461226
1.27,1.5,0.010514399421504055
1.28,1.5,0.010147679679438172
1.29,1.5,0.009793660868347659
1.3,1.5,0.009452033331849076
1.31,1.5,0.009122480124159532
1.32,1.5,0.008804678466523252
1.33,1.5,0.008498301166484533
1.34,1.5,0.00820301798941653
1.35,1.5,0.007918496972752528
1.36,1.5,0.007644405674560037
1.37,1.5,0.0073804123493343985
1.3800000000000001,1.5,0.0071261870452387875
1.3900000000000001,1.5,0.006881402618342199
1.4000000000000001,1.5,0.006645735660727669
1.41,1.5,0.006418867340639281
1.42,1.5,0.0062004841540415565
1.43,1.5,0.005990278588110985
1.44,1.5,0.005787949698193025
1.45,1.5,0.005593203600682269
1.46,1.5,0.005405753885038935
1.47,1.5,0.005225321948855205
1.48,1.5,0.005051637260374568
1.49,1.5,0.004884437553292049
1.5,1.5,0.004723468958936417
1.51,1.5,0.004568486081124354
1.52,1.5,0.004419252019028832
1.53,1.5,0.004275538343416339
1.54,1.5,0.004137125031480506
1.55,1.5,0.004003800365376584
1.56,1.5,0.003875360799314404
1.57,1.5,0.0037516107998373615
1.58,1.5,0.00363236266361729
1.59,1.5,0.0035174363167794938
1.6,1.5,0.0034066590994621866
1.61,1.5,0.0032998655389727648
1.62,1.5,0.003196897114586181
1.6300000000000001,1.5,0.0030976020166924288
1.6400000000000001,1.5,0.0030018349027069093
1.6500000000000001,1.5,0.002909456651841042
1.6600000000000001,1.5,0.002820334120570559
1.67,1.5,0.0027343399003594447
1.68,1.5,0.00265135207895751
1.69,1.5,0.0025712540063808523
1.7,1.5,0.002493934066467767
1.71,1.5,0.002419285454724654
1.72,1.5,0.0023472059630327254
1.73,1.5,0.002277597771611691
1.74,1.5,0.0022103672485468354
1.75,1.5,0.0021454247570427054
1.76,1.5,0.002082684470512437
1.77,1.5,0.0020220641954939085
1.78,1.5,0.0019634852023533325
1.79,1.5,0.0019068720636428113
1.8,1.5,0.0018521524999812304
1.81,1.5,0.0017992572332430196
1.82,1.5,0.0017481198468553524
1.83,1.5,0.0016986766529465745
1.84,1.5,0.001650866566104136
1.85,1.5,0.0016046309834611694
1.86,1.5,0.0015599136708628156
1.87,1.5,0.0015166606548157873
1.8800000000000001,1.5,0.001474820119962984
1.8900000000000001,1.5,0.0014343423118121403
1.9000000000000001,1.5,0.001395179444455199
1.9100000000000001,1.5,0.0013572856130214686
1.92,1.5,0.001320616710615464
1.93,1.5,0.001285130349501654
1.94,1.5,0.0012507857863047912
1.95,1.5,0.0012175438510148085
1.96,1.5,0.0011853668795735806
1.97,1.5,0.001154218649855942
1.98,1.5,0.0011240643208430634
1.99,1.5,0.0010948703748277567
2.0,1.5,0.0010666045624677855
2.0100000000000002,1.5,0.0010392358505349644
2.02,1.5,0.0010127343722051596
2.0300000000000002,1.5,0.0009870713797502323
2.04,1.5,0.000962219199500995
2.05,1.5,0.0009381511889526586
2.06,1.5,0.0009148416958961928
2.07,1.5,0.0008922660194639915
2.08,1.5,0.0008704003729943536
2.09,1.5,0.0008492218486066767
2.1,1.5,0.0008287083834000354
2.11,1.5,0.0008088387271894767
2.12,1.5,0.00078959241170825
2.13,1.5,0.0007709497211869873
2.14,1.5,0.0007528916642439324
2.15,1.5,0.0007353999470230469
2.16,1.5,0.0007184569475197765
2.17,1.5,0.0007020456910270715
2.18,1.5,0.000686149826652577
2.19,1.5,0.0006707536048521124
2.2,1.5,0.0006558418559369558
2.21,1.5,0.0006413999695026134
2.22,1.5,0.0006274138747344249
2.23,1.5,0.0006138700215567278
2.24,1.5,0.0006007553625800968
2.25,1.5,0.000588057335814383
2.2600000000000002,1.5,0.0005757638481086238
2.27,1.5,0.0005638632592916061
2.2800000000000002,1.5,0.0005523443669786495
2.29,1.5,0.0005411963920119369
2.3000000000000003,1.5,0.0005304089645151759
2.31,1.5,0.0005199721105252453
2.32,1.5,0.0005098762391825295
2.33,1.5,0.0005001121304569262
2.34,1.5,0.0004906709233794856
2.35,1.5,0.0004815441047626002
2.36,1.5,0.0004727234983808714
2.37,1.5,0.0004642012546050237
2.38,1.5,0.00045596984045572007
2.39,1.5,0.0004480220300535457
2.4,1.5,0.0004403508954581223
2.41,1.5,0.00043294979787268054
2.42,1.5,0.000425812379181393
2.43,1.5,0.0004189325538179505
2.44,1.5,0.0004123045009225208
2.45,1.5,0.000405922656787889
2.46,1.5,0.00039978170754951305
2.47,1.5,0.0003938765821045193
2.48,1.5,0.0003882024452344883
2.49,1.5,0.00038275469089395605
2.5,1.5,0.00037752893563609526
2.5100000000000002,1.5,0.00037252101213085335
2.52,1.5,0.00036772696274537693
2.5300000000000002,1.5,0.000363143033129228
2.54,1.5,0.0003587656657491278
2.5500000000000003,1.5,0.0003545914933053562
2.56,1.5,0.0003506173319723669
2.57,1.5,0.00034684017435989464
2.58,1.5,0.00034325718210312893
2.59,1.5,0.00033986567796571564
2.6,1.5,0.0003366631373164057
2.61,1.5,0.0003336471788283253
2.62,1.5,0.000330815554216776
2.63,1.5,0.0003281661367893179
2.64,1.5,0.0003256969085665082
2.65,1.5,0.0003234059456872068
2.66,1.5,0.00032129140174803384
2.67,1.5,0.0003193514886860317
2.68,1.5,0.000317584454749315
2.69,1.5,0.0003159885590382494
2.7,1.5,0.00031456204200623817
