r,tau,v
0.68,0.2,0.23572999981584514
0.6900000000000001,0.2,0.23551240585214128
0.7000000000000001,0.2,0.23515866510872535
0.71,0.2,0.23466924468912947
0.72,0.2,0.23404477287223308
0.73,0.2,0.233286043863751
0.74,0.2,0.23239402235303272
0.75,0.2,0.23136984783116354
0.76,0.2,0.23021483862339487
0.77,0.2,0.22893049558620318
0.78,0.2,0.22751850541687144
0.79,0.2,0.2259807435215305
0.8,0.2,0.2243192763862128
0.81,0.2,0.22253636339473
0.8200000000000001,0.2,0.2206344580372402
0.8300000000000001,0.2,0.2186162084543153
0.84,0.2,0.21648445726325893
0.85,0.2,0.21424224061640323
0.86,0.2,0.21189278644523823
0.87,0.2,0.20943951184946888
0.88,0.2,0.20688601959647404
0.89,0.2,0.20423609370407272
0.9,0.2,0.20149369408790319
0.91,0.2,0.19866295026391764
0.92,0.2,0.19574815410630075
0.93,0.2,0.19275375167130618
0.9400000000000001,0.2,0.18968433410774985
0.9500000000000001,0.2,0.18654462768496657
0.96,0.2,0.18333948297856525
0.97,0.2,0.18007386326303726
0.98,0.2,0.17675283216790366
0.99,0.2,0.17338154066036945
1.0,0.2,0.16996521342226997
1.01,0.2,0.16650913469227502
1.02,0.2,0.16301863364592226
1.03,0.2,0.15949906938611932
1.04,0.2,0.15595581561545083
1.05,0.2,0.15239424505925928
1.06,0.2,0.14881971370533012
1.07,0.2,0.1452375449224647
1.08,0.2,0.14165301351678983
1.09,0.2,0.13807132978166578
1.1,0.2,0.13449762359494186
1.11,0.2,0.13093692861651574
1.12,0.2,0.12739416663985104
1.1300000000000001,0.2,0.12387413215358378
1.1400000000000001,0.2,0.1203814771736639
1.1500000000000001,0.2,0.1169206964125433
1.16,0.2,0.11349611285960956
1.17,0.2,0.11011186385601578
1.18,0.2,0.10677188775685299
1.19,0.2,0.10347991128366195
1.2,0.2,0.10023943767991067
1.21,0.2,0.09705373579062422
1.22,0.2,0.09392583019400681
1.23,0.2,0.0908584925168926
1.24,0.2,0.08785423406660148
1.25,0.2,0.08491529990851904
1.26,0.2,0.08204366451110563
1.27,0.2,0.07924102906768488
1.28,0.2,0.0765088205873054
1.29,0.2,0.07384819282519539
1.3,0.2,0.07126002909742826
1.31,0.2,0.06874494699480878
1.32,0.2,0.06630330497871281
1.33,0.2,0.06393521080755739
1.34,0.2,0.061640531708009046
1.35,0.2,0.05941890617115919
1.36,0.2,0.05726975722200383
1.37,0.2,0.05519230698183199
1.3800000000000001,0.2,0.053185592318707925
1.3900000000000001,0.2,0.05124848136199539
1.4000000000000001,0.2,0.049379690643529615
1.41,0.2,0.04757780262105213
1.42,0.2,0.0458412833390028
1.43,0.2,0.04416849998764717
1.44,0.2,0.0425577381333844
1.45,0.2,0.04100721841034942
1.46,0.2,0.039515112485251754
1.47,0.2,0.03807955813289942
1.48,0.2,0.036698673287905395
1.49,0.2,0.03537056896767482
1.5,0.2,0.03409336099177822
1.51,0.2,0.032865180452320134
1.52,0.2,0.031684182917921196
1.53,0.2,0.03054855637977837
1.54,0.2,0.029456527971258823
1.55,0.2,0.02840636951228381
1.56,0.2,0.027396401945989482
1.57,0.2,0.02642499874784331
1.58,0.2,0.025490588396478046
1.59,0.2,0.024591656001221283
1.6,0.2,0.023726744183908136
1.61,0.2,0.022894453312426857
1.62,0.2,0.022093441180955003
1.6300000000000001,0.2,0.02132242222742678
1.6400000000000001,0.2,0.020580166372895392
1.6500000000000001,0.2,0.019865497560476446
1.6600000000000001,0.2,0.019177292063931827
1.67,0.2,0.018514476627951547
1.68,0.2,0.01787602649417695
1.69,0.2,0.01726096335917496
1.7,0.2,0.01666835330313411
1.71,0.2,0.016097304721130454
1.72,0.2,0.015546966282534784
1.73,0.2,0.015016524938500612
1.74,0.2,0.014505203992572869
1.75,0.2,0.01401226124520772
1.76,0.2,0.013536987219451596
1.77,0.2,0.013078703472043306
1.78,0.2,0.012636760991831511
1.79,0.2,0.01221053868548839
1.8,0.2,0.011799441949060019
1.81,0.2,0.011402901322776325
1.82,0.2,0.011020371225813945
1.83,0.2,0.01065132876714564
1.84,0.2,0.01029527262834385
1.85,0.2,0.009951722014032537
1.86,0.2,0.009620215665704817
1.87,0.2,0.009300310934664172
1.8800000000000001,0.2,0.00899158291002631
1.8900000000000001,0.2,0.008693623597903
1.9000000000000001,0.2,0.008406041148112131
1.9100000000000001,0.2,0.008128459125004268
1.92,0.2,0.00786051581922766
1.93,0.2,0.007601863597503649
1.94,0.2,0.007352168287713383
1.95,0.2,0.007111108596826738
1.96,0.2,0.006878375559389875
1.97,0.2,0.006653672014511247
1.98,0.2,0.006436712109425311
1.99,0.2,0.006227220827911022
2.0,0.2,0.006024933541964155
2.0100000000000002,0.2,0.005829595585264752
2.02,0.2,0.005640961847098853
2.0300000000000002,0.2,0.005458796385501548
2.04,0.2,0.005282872058492403
2.05,0.2,0.005112970172352439
2.06,0.2,0.004948880145979496
2.07,0.2,0.004790399190423894
2.08,0.2,0.004637332002784135
2.09,0.2,0.00448949047367978
2.1,0.2,0.004346693407593368
2.11,0.2,0.004208766255406707
2.12,0.2,0.0040755408585172745
2.13,0.2,0.003946855203939274
2.14,0.2,0.003822553189842863
2.15,0.2,0.0037024844010304547
2.16,0.2,0.0035865038938630604
2.17,0.2,0.003474471990177493
2.18,0.2,0.0033662540797741464
2.19,0.2,0.0032617204310719313
2.2,0.2,0.0031607460095561587
2.21,0.2,0.0030632103036540965
2.22,0.2,0.0029689971577070732
2.23,0.2,0.002877994611720442
2.24,0.2,0.0027900947475814333
2.25,0.2,0.0027051935414680005
2.2600000000000002,0.2,0.002623190722169311
2.27,0.2,0.002543989635069167
2.2800000000000002,0.2,0.0024674971115431015
2.29,0.2,0.0023936233435369113
2.3000000000000003,0.2,0.002322281763111203
2.31,0.2,0.0022533889267374336
2.32,0.2,0.0021868644041476053
2.33,0.2,0.0021226306715541594
2.34,0.2,0.0020606130090506923
2.35,0.2,0.0020007394020296566
2.36,0.2,0.0019429404464460177
2.37,0.2,0.0018871492577870095
2.38,0.2,0.0018333013835835083
2.39,0.2,0.0017813347193245683
2.4,0.2,0.0017311894276462272
2.41,0.2,0.0016828078606647312
2.42,0.2,0.0016361344853219027
2.43,0.2,0.0015911158116398102
