x,y1,y2,y3
0,1.0,1.0,1.0
1,0.9978825260703141,0.9988357992320943,0.8584566881105966
2,0.9916348659237147,0.9954497757436727,0.6605093640921657
3,0.9815284665951037,0.9900415822462331,0.5157773768041547
4,0.9679549991600888,0.9828515690301344,0.2633930947707891
5,0.952239556418091,0.9741393124115906,0.1567740367129799
6,0.935494224100747,0.9641604196871172,0.09280221011871569
7,0.9165201436687411,0.9541113646437865,0.09375253961586386
8,0.8965784908919278,0.9436062093297685,0.06884506041768278
9,0.8751458821228859,0.9323845599236272,0.07285632573845992
10,0.8524394646250697,0.9205918656791492,0.05669302661038839
11,0.8287593194755912,0.9083448875833517,0.014023897162122455
12,0.8043608473359192,0.8957368390680587,-0.008812067834933641
13,0.7807453775201227,0.8828425037002234,-0.038237701005877846
14,0.7570835867129774,0.8697226771345711,-0.06841038678888682
15,0.732986142356613,0.8564277148217813,-0.04684062297110655
16,0.7085941245762448,0.8430002104427666,0.010307219910172957
17,0.6840309864699362,0.8294769487583853,0.07011063147768933
18,0.6606616234992011,0.8165660397727096,0.08823328511159455
19,0.6375050567366615,0.8043595915567984,0.05028883771061766
20,0.6142550905676673,0.7920928112189604,0.06199586303719319
21,0.592503278096214,0.7797865190056766,3.382904613978049e-5
22,0.5709326420460764,0.7674603600460391,0.023551447130422936
23,0.5508772039773341,0.7552776040227023,0.1103911829654691
24,0.531121342116419,0.7433156550693728,0.17742975845318248
25,0.5132641334067197,0.7313726576894747,0.12723608563943176
26,0.4957753898997985,0.7195529167980547,0.05811978511614496
27,0.47992810402653074,0.7090002912155517,0.04993724592534252
28,0.46477142156329704,0.6984438813767568,0.06747388850269917
29,0.45059761979812124,0.6878972671963521,0.06729490187272537
30,0.43683599974678994,0.6773738773948034,0.12209626127975763
31,0.4237674581508211,0.6668868404742876,0.0930490147148707
32,0.410926967063459,0.6564488534904239,0.03895822596591821
33,0.3987658928412131,0.646072073393459,0.030420600645405863
34,0.3870659300941763,0.6361627311563355,-0.007675201817584259
35,0.37648063736908177,0.6270206115538579,-0.01753433903337452
36,0.3655538636712626,0.6179121558617051,0.09426982660495388
37,0.35499827070017986,0.6088484018581872,0.13721560294586752
38,0.3451819699959873,0.5998397887310094,0.1710401048176412
39,0.3354504400307083,0.5908961397259835,0.17782577260050333
40,0.32601868717964855,0.5820266578742516,0.1729137919536762
41,0.31694551828838463,0.5732399317441587,0.15075855351992765
42,0.3082850986470434,0.5651947657896997,0.06785706592193533
43,0.29947155774790757,0.5574645874514013,0.028623013879221216
44,0.2914101366565608,0.5497915518806639,0.042073192495775284
45,0.28365198121333435,0.5421837984171535,0.03555563318358937
46,0.2755792700278976,0.5346489822082674,0.004465431303018769
47,0.2681315044881558,0.5271942796330491,0.005294568631936879
48,0.2610931133229315,0.5198263919734211,-0.052886751342817964
49,0.2541791374321658,0.5125584597124713,-0.14405607107274498
50,0.24728978565884535,0.5061272506124531,-0.11356683903118353
