fn,rho0,rhocr,ap,nu1,gamma,kp,zetap,zetap2,zetarho,ar,xi,M,kd,Ndefects,epsi,Rad,g2,g3,g4,g5,g6,theta2,theta3,theta4,theta5,theta6
183,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,2.0,288.0,0.010769727977789967,6.849403340989967,0.2853595778357855,0.3752417063518714,0.7032895830691319,0.21708460221363435,0.4463034434522729,-0.135211100791248,-0.03948974362023791,-0.2016691404269116,-0.005550970138176299,0.006621773040824647
184,0.7,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,2.0,288.0,0.014771324167926259,7.2456904130808715,0.2871204660932121,0.37701286797992545,0.704978407424163,0.21180966694555642,0.4565812947812559,0.06905271079838755,0.029202985912165216,0.10873295826997582,0.031212948387425943,0.041966202519316355
185,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,2.0,252.0,0.01939846793152933,7.663474064228982,0.293623751184456,0.4499240654661038,0.6483605317604858,0.23663195664384817,0.44761668665691706,0.02052482926788352,0.04923846351851526,0.2672378272670577,-0.010329233196701265,-0.003920411271539916
186,0.9,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,2.0,260.0,0.02414834879448946,7.803091352947169,0.3277812984117561,0.4129517431207198,0.6378054826554868,0.2569523594996667,0.5126605357041777,0.03453372510253075,0.04091039601646968,0.14070816125393212,-0.000340973658874389,0.0597529291246287
187,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,2.0,232.0,0.02862240195771182,8.010358180417674,0.3240348189257354,0.41389319941255137,0.6531956990508374,0.2435869692039957,0.5065692523248285,-0.12220735083364007,-0.06108418886042638,-0.3204985240735388,-0.027802270416909487,-0.0617194800765444
188,1.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,2.0,232.0,0.032215554269431346,7.970706895136667,0.37952317415877346,0.7028739743406154,0.3611808885287232,0.385311837619788,0.5882633947790293,0.04177306612879766,0.13420934005992408,-0.04991324449550195,0.007015150949569723,-0.11828954714383345
189,1.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,2.0,204.0,0.03479771079836058,8.054464150920866,0.3613440786605078,0.7240143963533419,0.3587542530097529,0.37808810772548,0.6116379998883261,-0.0012496141365664756,0.10386040826222794,-0.08212560541213564,-0.017018157166499126,-0.020144887198125856
190,1.3,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,2.0,148.0,0.036292345426485184,8.144306685288813,0.41105863111633073,0.6920132451206775,0.30919017882566496,0.3897014303817964,0.5747286072596041,-0.05367850357402518,0.14628238924349168,0.0986032441049678,0.021062486397548888,-0.1275766038220465
191,1.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,2.0,88.0,0.036843765465536915,8.384127997943795,0.43264279844239345,0.6521271064295029,0.3529196384971153,0.4235757896578267,0.5524875362101439,0.5228729906154034,-0.04726888476662516,-0.028768795000080404,-0.03227853717103552,0.0004364031417942673
192,1.5,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,2.0,42.0,0.03652060235901122,8.751747762098438,0.5563441691433895,0.6265093214917165,0.31687720031181027,0.5506337930531844,0.5245996497812097,0.6411202347822256,-0.0028824099429910197,0.06243857703304715,-0.029038301794705124,0.04864319847806371
193,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,2.0,262.0,0.0036009297884085356,6.591796813857456,0.3219490802475814,0.5080617893332819,0.5299099459451619,0.28223525601994215,0.4299479150707417,-0.0047744861283982,-0.02288639982872951,0.06783032368879136,0.01374906905558652,0.026587961960899492
194,0.5,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,2.0,272.0,0.005901777812732101,7.113419180192001,0.3173180980044211,0.4497558694608974,0.6027578238678574,0.2598497185064783,0.46079822056587805,-0.02803814765275439,0.08472436901460718,0.1105703212989657,-0.017032532571774357,-0.033020555019779206
195,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,2.0,234.0,0.00904071341247148,7.681373331893351,0.28800586685041935,0.33119342040016014,0.7334824500143086,0.20967270449846603,0.40486206976316413,-0.17870151991549463,0.0007185616765401107,-0.020064386856098113,-0.01727161361063352,-0.017710761182876362
196,0.7,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,2.0,292.0,0.012768986499719581,7.796808808897818,0.29947264550250624,0.38497304183460956,0.7026082826095698,0.22525569464437287,0.46866940248827094,0.12299533415598778,-0.030378183979752872,-0.05926762588940465,0.01586173016271079,-0.01527751435293795
197,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,2.0,240.0,0.016860636755805847,8.093528901464225,0.29113735376248034,0.3341758163956123,0.760827201341708,0.19365148293782308,0.46796703753706276,0.0031836005685730714,0.018358506192692373,0.12394840052239732,-0.013608104818641548,0.11635331854326117
198,0.9,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,2.0,234.0,0.020476034793605713,8.11726859558363,0.3183946691856271,0.553258501854036,0.5278067958228404,0.2830995543792376,0.4887622909431165,-0.09123667611519692,0.05579023401533016,0.053838039430769265,0.022972605273953742,-0.03332511067575323
199,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,2.0,220.0,0.023081198415425663,8.038802638142624,0.39668347737574444,0.7018419742867705,0.3497478353340137,0.38870511572608957,0.5485205172031506,-0.18447443209701336,-0.047220960843434155,0.1415083162798133,-0.033304672557128455,0.06318632647053356
200,1.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,2.0,176.0,0.024500582256828718,8.116414156761289,0.39708375092341447,0.7839720100892628,0.2613070883810041,0.42930640395636993,0.6382284028142675,0.14999977385126323,-0.17517774976785377,0.009784340171715757,0.05582607441877017,0.04451458102092984
201,1.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,2.0,106.0,0.024861350998576448,8.29435590974253,0.39665437258698527,0.7193800613340894,0.34219041213304857,0.42489587130695555,0.6042802233958894,0.133184006607657,-0.10425157557550747,0.05599822645078703,0.007752936379549613,0.08887880313443441
202,1.3,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,2.0,50.0,0.02437144078228637,8.6090156820268,0.44814088817529224,0.6709966897625663,0.4084027014377534,0.49998911162809373,0.5802991660956516,-0.31607574555587936,0.0900103926030597,-0.12299759900090837,-0.019836821520730387,-0.06972312869490387
203,1.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,2.0,24.0,0.023304489240464354,8.827241898060741,0.26118166842156076,0.8744694788123462,0.23185133290629387,0.3422208676199389,0.7721717715242892,0.08035734559581142,-0.03767651221970258,-0.11180023101529396,0.14491490617974573,0.035891910967993955
204,1.5,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,2.0,8.0,0.02194846987354171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
205,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,2.0,290.0,0.002961963634490583,7.229362840681287,0.2965322582105314,0.4417335495674148,0.625077222105464,0.26925789941404144,0.433252594575393,-0.020229782506328984,-0.01565254035448716,0.12816392446382097,0.017208361143731678,0.038531128930231466
206,0.5,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,2.0,296.0,0.005260067439053606,7.727061620308218,0.27439718032525756,0.35019746509184724,0.7247798370751846,0.22378830931386212,0.39699704291903426,0.016324117504714797,0.02299439916786615,0.2305386492460929,0.010794351824679123,-0.01927174507823869
207,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,2.0,262.0,0.00844894005937935,8.21139481446895,0.251083082118804,0.3098635194076231,0.7930269996981665,0.18658556048504046,0.3957745283834786,0.18958939072445133,-0.03342534487278755,-0.3067442982932571,0.00306026869735986,-0.00036531245178323513
208,0.7,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,2.0,290.0,0.012009226551719876,8.205409252024522,0.2923094342986263,0.3939223135670809,0.659166484459805,0.23715806656464034,0.42411484560946533,0.030276751526866225,-0.0027879372316098002,-0.053265014845521375,0.023869771599930496,0.00012331396701681298
209,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,2.0,250.0,0.015232693932375474,8.30464775835679,0.3265140552731396,0.38142995847493766,0.6363432393731312,0.24180320416826262,0.5052279327407448,0.025469319478022823,0.005583528104500762,0.04007974640699076,0.007213929121478009,0.08338900099409263
210,0.9,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,2.0,220.0,0.017181523500994333,8.165940599843971,0.32658872466154976,0.6636877133190829,0.43299526960062573,0.33925870014065,0.5638463468529393,-0.15773104047049613,-0.03419593774314364,-0.04954131350190104,-0.00470134034147412,0.08187748774870722
211,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,2.0,154.0,0.01775161351402854,8.294144367252667,0.3802484769452983,0.7134254235623381,0.3671959592214928,0.4176311330897518,0.5784191350223353,-0.04664468183555631,-0.010578038323715443,0.16763947551354189,0.004142678760632022,0.0033829353192375736
212,1.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,2.0,78.0,0.017272291551293284,8.42190556897975,0.43766005528573954,0.6343988785070569,0.40857417477644015,0.4704640487661422,0.5782260103660821,0.13427008072788987,-0.07426045666640728,-0.07105142227725063,-0.04943855794542645,0.006323018908837529
213,1.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,2.0,28.0,0.016190740078500188,8.867055281037631,0.4143409693463369,0.6366936707177304,0.3574995838424839,0.42201374976162176,0.5487071468238898,0.18386173682888649,-0.017114843507800532,0.1671411704208358,0.06357250479557143,0.06677535515540188
214,1.3,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,2.0,6.0,0.01485511350648605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
215,1.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,2.0,4.0,0.013446523107206731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
216,1.5,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,2.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
217,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,2.0,274.0,0.0028170472068371755,7.636196243953964,0.3154349449954092,0.48794818047470306,0.561564337093689,0.28478454394887376,0.4358234768125678,0.05236950230591692,0.06965407912100732,-0.003439286410960511,-0.00013553197720202076,-0.028118331604759003
218,0.5,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,2.0,290.0,0.005235028347544857,8.023898617673872,0.27298744059563895,0.37036315000926895,0.7070812040912516,0.22811857617712475,0.3921171193033273,0.07286107617560773,-0.020021687291165022,-0.19664117284077892,0.004907015387486545,-0.03457866044740743
219,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,2.0,284.0,0.00854422921715714,8.38377778102088,0.27425577989074074,0.35254681264155413,0.7159609476410246,0.20761602795846937,0.4063817984128913,0.08822207478946484,0.03959994066210879,0.21247023750908536,-0.018574240745459804,-0.017517176100956194
220,0.7,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,2.0,266.0,0.012025989760899525,8.503291525219339,0.2722959230734159,0.27873786770938463,0.8045812041151272,0.18549232544074662,0.41723871376889066,-0.07542235530228592,0.05714042622279452,0.37839596853876095,-0.00446760494989343,0.000985727111850706
221,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,2.0,262.0,0.01439299916546355,8.192324026548173,0.31283193982602053,0.4185119304781381,0.641731580880255,0.26711817450641173,0.4922523069548936,-0.12706080259179534,0.02072978130171145,-0.06892937874256781,-0.00523875681985479,-0.009158177745403263
222,0.9,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,2.0,202.0,0.015133244776685206,8.123124544687647,0.3780826650775558,0.6789114663654392,0.3832417148031119,0.3949444544562373,0.6052411507147123,-0.033188593062726125,-0.17036520118988988,0.05653932358714495,-0.050877122463597754,0.09050614517073037
223,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,2.0,100.0,0.014631837576825513,8.346812840254504,0.39455642544048,0.6196724610298492,0.391043137868567,0.3941514788441964,0.5230079440402321,-0.08352961263970098,0.00840351019503,-0.049900596892139965,0.03609847453726701,0.0391847132355076
224,1.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,2.0,36.0,0.013399956661006573,8.705291505800915,0.45600217598109455,0.5836246784881857,0.37401961078983437,0.5188726339477283,0.5282547928733783,0.13707086520222092,-0.10759230546492761,-0.07899813004353803,-0.11231487551001604,0.07298549224473021
225,1.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,2.0,10.0,0.012004330416743425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226,1.3,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,2.0,2.0,0.010678613503306122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
227,1.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,2.0,4.0,0.009500369472970505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
228,1.5,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,2.0,0.0,9.769962616701378e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,2.0,254.0,0.0027974735635764025,7.9284912334573665,0.28760096893217596,0.3718469570340472,0.6355873995849819,0.2646362104060111,0.40005712440445573,-0.19418514560195713,-0.0016240105611644163,0.06996192079270729,0.03432202560592545,0.04831234345473355
230,0.5,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,2.0,278.0,0.005381173196080391,8.310180133197091,0.2778712398306734,0.3706861674157764,0.688956046038801,0.2394985191202395,0.4053591396815595,0.17200540210748191,-0.03744907003189654,-0.14543508733984892,-0.014200977706082465,0.00943493191865718
231,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,2.0,304.0,0.008859254803459171,8.51360958536782,0.2623455386841964,0.30907186140271825,0.7364743769884241,0.22323943553288642,0.38426383698831934,-0.028430386732095345,0.02495457137103924,-0.06843290409978296,-0.006018238766584557,-0.040016053991296846
232,0.7,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,2.0,284.0,0.012182845282390553,8.435886474419881,0.2647590938685344,0.31214549794875185,0.7938023148935666,0.17341640635757244,0.3891618503537507,0.01717430512290213,0.024982418586837335,0.3138252898885332,0.015889933169057673,-0.016227262643835245
233,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,2.0,228.0,0.01387020595066113,8.361352581888408,0.30367613044789277,0.524802043599506,0.5578855996075146,0.28558834455559695,0.45517174390282616,0.06354371187746481,0.025221288658659947,-0.024952180281640347,-0.021087160392093292,-0.04359171477770032
234,0.9,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,2.0,172.0,0.013621763687473698,8.170697051916047,0.3777269625137608,0.6524880101955851,0.4044722072793774,0.3969614318094286,0.5902785304575061,0.09719946034682453,-0.16700403812297535,0.035429518167456694,-0.02897783522768258,0.0470763665476677
235,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,2.0,66.0,0.012465213998031355,8.51726245898572,0.44639590031779297,0.7196635667787402,0.2990174528358598,0.46084318571876187,0.6290913497542713,-0.4487854700008963,-0.13627685839090697,0.03562499682722203,-0.015250988537915202,0.0700623890896035
236,1.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,2.0,14.0,0.010972399663316867,9.049330319420367,0.4422333592063544,0.5684362804064299,0.38440004674828554,0.46965608878794907,0.41240731563784533,0.32621854671297396,-0.4146971404091059,-0.04695557333350821,0.15337652627172274,-0.16886476063309083
237,1.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,2.0,2.0,0.009490015797052997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
238,1.3,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,2.0,0.0,3.269011950024492e-9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
239,1.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,2.0,4.0,0.007267963277559186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
240,1.5,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,2.0,0.0,6.661338147750939e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
241,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333332,1.0,0.0001,2.0,298.0,0.0028162469027556702,8.01791792842137,0.2875104651603933,0.38446271469530086,0.6770261989407265,0.24666642834627864,0.42015972723108025,-0.2067365725439456,0.0317355311403881,-0.000935722682281827,0.0178589718939909,0.04771199750233369
242,0.5,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333332,1.0,0.0001,2.0,264.0,0.005624855691368391,8.574482823027735,0.2679768836801478,0.2879351706745258,0.7663307476113668,0.2085435786435672,0.3738599345619693,-0.06086776181502662,0.04685316248412494,0.17348153483424264,-0.022072522731858293,-0.02940660061504478
243,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333332,1.0,0.0001,2.0,290.0,0.009350887952146114,8.731205969521627,0.2632502333490042,0.3119097390157256,0.7280786183593345,0.225169105387345,0.38719475009282234,-0.04864913162832567,-0.022050742994495505,-0.0713073624205173,0.011730331949599574,0.0035602060891209747
244,0.7,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333332,1.0,0.0001,2.0,272.0,0.012507592871643936,8.662551338553218,0.27417489807173184,0.3026113423948855,0.7629385927580387,0.20103027987884334,0.41035244275698063,-0.030944191791767297,-0.013447883469685668,0.03638053487083883,0.00820462418662784,0.007358493351013437
245,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333332,1.0,0.0001,2.0,240.0,0.013356426445398917,8.286572383776226,0.33471693792841023,0.5358190409411696,0.5361689643804141,0.2987737013385466,0.4924021501914424,0.09783136353425127,-0.04324588835785026,0.08993504272693112,0.03580229869719963,-0.008718670216721248
246,0.9,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333332,1.0,0.0001,2.0,146.0,0.012405737585736265,8.216066906839169,0.3803296492617762,0.6821932270229194,0.3979337880784919,0.4275556219806916,0.5576654929777474,0.08921081129515729,0.03214195755638285,-0.0632009944225907,0.02832482807176786,0.022085795602453055
247,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333332,1.0,0.0001,2.0,48.0,0.010855221344325816,8.555222547595116,0.446650024421454,0.6404852425548293,0.404026684158778,0.421285342537641,0.5809074557352095,0.481875518164583,-0.09687815756100736,0.0006979908203380935,-0.01108655733090431,0.06666165671273687
248,1.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333332,1.0,0.0001,2.0,10.0,0.009250402284679327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
249,1.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333332,1.0,0.0001,2.0,4.0,0.00792091648783777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
250,1.3,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333332,1.0,0.0001,2.0,0.0,9.661458300058712e-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
251,1.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333332,1.0,0.0001,2.0,0.0,5.287256854558109e-9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
252,1.5,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333332,1.0,0.0001,2.0,0.0,1.3552856614751363e-9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
253,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,2.0,278.0,0.0028936115461105083,8.258792616515366,0.27985604361036626,0.40201408943563927,0.6216087405804461,0.274092462144046,0.4106434102971209,-0.09801770264217446,-0.014501872154479995,-0.05279456671468842,-0.0175371209939939,0.023941124007696962
254,0.5,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,2.0,296.0,0.005907308570576197,8.682064086230403,0.2613130308040374,0.2915674513914763,0.7593510879805015,0.22133302497596785,0.3687779531812344,-0.00908543661213799,0.04843468992126897,-0.0022243937619632593,0.002843599165793502,0.017553251242175338
255,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,2.0,292.0,0.009952265621583689,9.027894070127871,0.24449225209817452,0.2658963569854948,0.763629342894168,0.2323159017689481,0.3487789206243828,-0.10339333998900857,0.002167647976148912,0.1952859291970101,0.01619800052455753,0.013900588655077144
256,0.7,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,2.0,312.0,0.01277658160861106,8.578622892405948,0.25028783136139143,0.28875875154208375,0.7836377802122786,0.19097924712136305,0.3631084553689185,0.05527444160698568,-0.020708500086071602,-0.1579374580832702,-0.017909659845311503,0.010282490183220095
257,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,2.0,258.0,0.012898171426770522,8.129664308664264,0.351915379980321,0.5626739235443557,0.5051225334608498,0.32318814469362606,0.5034872422038886,-0.2158559845158662,-0.017723628478093983,-0.09944006412879286,0.009315486752829852,-0.03401591362431097
258,0.9,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,2.0,126.0,0.01140149517329847,8.18566509153776,0.4101011880184445,0.6871582337855661,0.35489974048391876,0.42984628540320124,0.6073127932470478,-0.09863816384928041,0.006129618146000015,0.03786509422420452,-0.037354680263389506,0.040552069882495476
259,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,2.0,30.0,0.00962695017594617,9.058012939058337,0.40535663850502957,0.5360640349920385,0.4360269650761236,0.44768472256029257,0.5522866873831598,-0.16292303920952592,0.1489206733422522,0.11496186660817238,-0.04148412945818667,-0.0835324264246809
260,1.1,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,2.0,8.0,0.008001182591353961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
261,1.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,2.0,0.0,8.88891382722079e-9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
262,1.3,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,2.0,0.0,8.697094155962759e-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
263,1.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,2.0,0.0,1.4559464744934303e-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
264,1.5,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,2.0,0.0,3.530509218307998e-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
265,0.4,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666664,1.0,0.0001,2.0,260.0,0.0029864005582760367,8.463939172762197,0.276705257605891,0.3842276907646458,0.6463169306235772,0.26210726361169395,0.39787000127515504,0.05694782463185014,-0.026174526418273444,-0.02817300220947905,-0.010935558783857866,0.037623199471090635
266,0.5,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666664,1.0,0.0001,2.0,270.0,0.006314524307778402,9.098305055639592,0.24475662005871174,0.3291764724289793,0.7048129604442704,0.265369564388948,0.3403851879845573,-0.051006645565434446,0.0072008166227564945,-0.07318256633044752,0.0034400118010456805,-0.024944832430272304
267,0.6,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666664,1.0,0.0001,2.0,332.0,0.010604574196972916,9.06219665421749,0.2581459095301889,0.21778670996044397,0.8368683051515411,0.16644388832832863,0.3512111570561073,0.11228722375527578,0.01092557758725264,-0.3590360900154833,-0.008295515592461623,-0.014540614202752064
268,0.7,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666664,1.0,0.0001,2.0,292.0,0.01322425537735572,8.693847178036556,0.27713753132841906,0.2648593305879389,0.8038007550889765,0.17421286001194597,0.43132711619010633,-0.014269932727459408,0.019065011645128714,0.30464896576718103,-0.006807729047386566,-0.05531646249123627
269,0.8,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666664,1.0,0.0001,2.0,250.0,0.012487343070939017,8.181815396186218,0.3435502316379895,0.6562522192199286,0.4291717030211451,0.3529885011855866,0.5342909106550295,-0.14661643677135658,0.1810534953300154,0.04978656690521781,-0.021936757832821414,-0.0904559671785679
