x,y,q,w,a,s
9.0,11.0,34288.90671303265,0.0,0.0,0.0
8.0,11.0,18853.07074467297,0.0,0.0,0.0
7.0,11.0,32202.3036022421,0.0,0.0,0.0
6.0,11.0,10087.714407076428,0.0,0.0,0.0
5.0,11.0,220589.21841534786,0.0,0.0,0.0
4.0,11.0,49122.22402539284,0.0,0.0,0.0
3.0,11.0,41670.96171630193,0.0,0.0,0.0
2.0,11.0,55.611853147937275,0.0017323294048501754,0.27999999999999997,0.0017323294048501754
1.0,11.0,31.005198515483958,0.0024660532444882774,1.1,0.0024660532444882774
10.0,12.0,13.291762012061206,0.0,0.0,0.0
9.0,12.0,5325.653679277709,0.0,0.0,0.0
8.0,12.0,705.7628238061876,0.0,0.0,0.0
7.0,12.0,6073.413315317376,0.0,0.0,0.0
6.0,12.0,64.93112450397454,0.0,0.0,0.0
5.0,12.0,31.985886897600317,0.0,0.0,0.0
4.0,12.0,447.2260451265501,0.0,0.0,0.0
3.0,12.0,22.403302960670963,0.0,0.0,0.0
2.0,12.0,59.70572439920068,0.00020643250491375386,0.08,0.00020643250491375386
1.0,12.0,194.08005406324125,0.0005382904765720286,0.6,0.0005382904765720286
